year,university,school,degree,Key,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,gross_monthly_mean.1,gross_monthly_median.1,gross_mthly_25_percentile.1,gross_mthly_75_percentile.1
2016,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,2875,80.6,64.2,3119,3000,3234,3149,2925,3500,3234,3149,2925,3500
2016,Nanyang Technological University,College of Sciences,Mathematical Sciences,2876,88.5,76.9,3453,3400,3535,3500,3200,3750,3535,3500,3200,3750
2016,Nanyang Technological University,College of Sciences,Mathematics & Economics,2877,89.4,72.7,3346,3150,3458,3300,3000,3750,3458,3300,3000,3750
2016,Nanyang Technological University,College of Sciences,Physics / Applied Physics,2878,85.7,77.1,3578,3350,3683,3450,3100,4000,3683,3450,3100,4000
2016,Nanyang Technological University,Sports Science and Management,Sports Science and Management,2879,83.1,66.1,3196,3100,3272,3200,2825,3500,3272,3200,2825,3500
2016,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),2880,100,100,3337,3500,3525,3525,3400,3615,3525,3525,3400,3615
2016,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),2881,100,100,3438,3500,3546,3525,3500,3850,3546,3525,3500,3850
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,2882,86.1,62.5,2971,3000,3063,3000,2600,3200,3063,3000,2600,3200
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),2883,90.7,74.1,3258,3300,3321,3500,3000,3600,3321,3500,3000,3600
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,2884,89.5,73.3,3341,3300,3423,3300,3000,3650,3423,3300,3000,3650
2016,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,2885,100,100,4173,4050,4221,4050,4050,4450,4221,4050,4050,4450
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),2886,91.9,80.6,3314,3100,3366,3200,3000,3500,3366,3200,3000,3500
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),2887,85.3,80.3,3414,3250,3562,3450,3150,4000,3562,3450,3150,4000
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),2888,95.3,91.9,3402,3300,3509,3420,3200,3800,3509,3420,3200,3800
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Computer Engineering),2889,89.1,85.9,3884,3700,3942,3900,3467,4500,3942,3900,3467,4500
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),2890,91.9,87.6,3669,3400,3765,3500,3200,4200,3765,3500,3200,4200
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),2891,85.2,74.1,3549,3400,3707,3740,3350,4026,3707,3740,3350,4026
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),2892,79.3,65.5,3432,3300,3470,3350,3000,3832,3470,3350,3000,3832
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),2893,80.3,78.9,3788,3450,3879,3500,3300,4250,3879,3500,3300,4250
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),2894,90.2,78.4,3381,3300,3501,3540,3200,3900,3501,3540,3200,3900
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),2895,86.6,81,3470,3300,3560,3400,3150,3800,3560,3400,3150,3800
2016,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,2896,97.7,95.9,4844,4775,4898,4900,4200,5600,4898,4900,4200,5600
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,2897,na,na,na,na,na,na,na,na,na,na,na,na
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),2898,81,61.9,2905,2800,3058,3130,2800,3350,3058,3130,2800,3350
2016,National University of Singapore,Faculty of Science,Bachelor of Science,2899,84.3,59.4,2895,3000,2995,3000,2600,3225,2995,3000,2600,3225
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),2900,84.9,71.7,3331,3300,3386,3300,3000,3650,3386,3300,3000,3650
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,2901,na,na,na,na,na,na,na,na,na,na,na,na
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy)(Hons) #,2902,99.1,97.2,3500,3500,3597,3600,3300,3950,3597,3600,3300,3950
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration,2903,93.6,80.7,3232,3000,3282,3000,2837,3500,3282,3000,2837,3500
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),2904,96.4,92.8,4126,3600,4207,3620,3258,4500,4207,3620,3258,4500
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),2905,88.6,86.4,2977,2900,3020,2963,2800,3100,3020,2963,2800,3100
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),2906,99,99,3435,3000,3465,3075,2900,3800,3465,3075,2900,3800
2016,National University of Singapore,School of Computing,Bachelor of Computing (Communications And Media) **,2907,na,na,na,na,na,na,na,na,na,na,na,na
2016,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),2908,96.3,93.3,4320,4000,4385,4000,3500,5000,4385,4000,3500,5000
2016,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,2909,na,na,na,na,na,na,na,na,na,na,na,na
2016,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),2910,94,94,3875,3800,3969,4000,3365,4500,3969,4000,3365,4500
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,2911,93.2,89.8,3926,4000,3960,4000,3500,4250,3960,4000,3500,4250
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),2912,90.6,65.6,3282,3000,3320,3000,2900,4000,3320,3000,2900,4000
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),2913,87.8,84.7,3035,3000,3113,3000,2850,3276,3113,3000,2850,3276
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),2914,94.6,92.4,3247,3000,3368,3200,2950,3735,3368,3200,2950,3735
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor Of Surgery #,2915,99.4,99.4,4460,4500,4887,5000,4500,5200,4887,5000,4500,5200
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),2916,93.2,90.9,3166,3200,3363,3400,3200,3425,3363,3400,3200,3425
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),2917,95.1,95.1,3308,3300,3529,3500,3400,3600,3529,3500,3400,3600
2016,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,2918,85.7,14.3,3250,3250,3250,3250,2999,3500,3250,3250,2999,3500
2016,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,2919,83.8,67.6,3347,3250,3399,3300,3000,3500,3399,3300,3000,3500
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,2920,98.5,96,3390,3000,3455,3000,2900,3600,3455,3000,2900,3600
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,2921,100,100,3827,3500,3943,3600,3000,4583,3943,3600,3000,4583
2016,Singapore Management University,School of Business (4-year programme) *,Business Management,2922,92.4,84.6,3727,3400,3831,3500,3000,4000,3831,3500,3000,4000
2016,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,2923,96.1,92.1,4140,3550,4234,3660,3250,4583,4234,3660,3250,4583
2016,Singapore Management University,School of Economics (4-year programme) *,Economics,2924,93.4,84,3801,3500,3906,3700,3200,4300,3906,3700,3200,4300
2016,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,2925,97,92.5,4315,4000,4425,4107,3800,4750,4425,4107,3800,4750
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,2926,95.7,91.5,3837,3500,3897,3600,3200,4167,3897,3600,3200,4167
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,2927,97.5,95,4504,4167,4603,4167,3800,4750,4603,4167,3800,4750
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,2928,91.5,80.4,3199,3100,3311,3145,3000,3500,3311,3145,3000,3500
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,2929,94.9,87.2,3405,3300,3548,3400,3000,3668,3548,3400,3000,3668
2016,Singapore Management University,School of Law (4-year programme) *,Law #,2930,95.8,93.7,4810,4600,4915,4850,4200,5800,4915,4850,4200,5800
2016,Singapore Management University,School of Law (4-year programme) *,Law Cum Laude and above #,2931,96.7,96.7,4950,4950,5095,5300,4500,5800,5095,5300,4500,5800
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,2932,na,na,na,na,na,na,na,na,na,na,na,na
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,2933,73.3,53.3,3045,3000,3052,3000,2700,3016,3052,3000,2700,3016
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,2934,85.7,85.7,3312,3400,3329,3400,3100,3500,3329,3400,3100,3500
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,2935,100,92.9,3729,3680,3803,4000,3500,4200,3803,4000,3500,4200
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,2936,91.1,58.9,2652,2600,2652,2600,2500,2700,2652,2600,2500,2700
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,2937,97.4,76.3,2467,2500,2485,2515,2200,2800,2485,2515,2200,2800
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,2938,85.9,71.8,3201,3100,3463,3300,3080,3650,3463,3300,3080,3650
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,2939,86.4,79.7,3239,3000,3440,3200,2800,3700,3440,3200,2800,3700
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,2940,95.2,81,3812,3425,3956,3840,3200,4530,3956,3840,3200,4530
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,2941,87,77.8,3162,3000,3344,3200,2900,3575,3344,3200,2900,3575
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,2942,90,90,3172,3250,3239,3300,3000,3500,3239,3300,3000,3500
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,2943,86.4,72.7,3172,3275,3286,3430,3000,3600,3286,3430,3000,3600
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,2944,86.7,62.2,2598,2600,2707,2600,2420,2800,2707,2600,2420,2800
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,2945,78.6,67.9,2776,2900,3149,3130,2500,3700,3149,3130,2500,3700
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,2946,90.9,86.4,2978,3000,3042,3000,2825,3350,3042,3000,2825,3350
2016,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,2947,86.2,69,2231,2250,2344,2300,2000,2500,2344,2300,2000,2500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),2948,88.2,88.2,3406,3385,3628,3660,3400,3930,3628,3660,3400,3930
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Occupational Therapy),2949,100,100,3297,3200,3301,3200,3100,3500,3301,3200,3100,3500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Physiotherapy),2950,100,100,3310,3300,3344,3300,3240,3500,3344,3300,3240,3500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,2951,na,na,na,na,na,na,na,na,na,na,na,na
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,2952,81.6,65.3,3042,3000,3277,3200,2800,3700,3277,3200,2800,3700
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,2953,82.2,64.4,3312,3225,3390,3275,2900,4009,3390,3275,2900,4009
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,2954,87,70.4,3187,3000,3273,3200,3000,3365,3273,3200,3000,3365
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,2955,88.7,80.3,3406,3200,3523,3300,3000,3800,3523,3300,3000,3800
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,2956,89.8,81.6,3645,3600,3704,3600,3400,3900,3704,3600,3400,3900
2016,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,2957,92.7,85.5,3378,3400,3600,3600,3400,3750,3600,3600,3400,3750
2016,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,2958,92.6,81.5,4096,4200,4131,4200,3700,4600,4131,4200,3700,4600
2016,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,2959,98,92,2705,2700,2707,2700,2600,2850,2707,2700,2600,2850
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),2960,87,79.7,3620,3500,3690,3600,3300,3750,3690,3600,3300,3750
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),2961,91.9,91.9,4197,4000,4232,4000,3500,4950,4232,4000,3500,4950
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),2962,100,93.5,3695,3600,3830,3650,3550,4200,3830,3650,3550,4200
